id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes,entities,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Coordinates0,Latitude0,Longitude0,Coordinates1,Latitude1,Longitude1,Coordinates2,Latitude2,Longitude2,Coordinates3,Latitude3,Longitude3,Coordinates4,Latitude4,Longitude4,Coordinates5,Latitude5,Longitude5,Coordinates6,Latitude6,Longitude6,Coordinates7,Latitude7,Longitude7,Coordinates8,Latitude8,Longitude8,Coordinates9,Latitude9,Longitude9,Coordinates10,Latitude10,Longitude10,Coordinates11,Latitude11,Longitude11,Coordinates12,Latitude12,Longitude12,Coordinates13,Latitude13,Longitude13,Coordinates14,Latitude14,Longitude14,Coordinates15,Latitude15,Longitude15,Coordinates16,Latitude16,Longitude16,Coordinates17,Latitude17,Longitude17,Coordinates18,Latitude18,Longitude18
3601990013,Romania,360,1990,Europe,1,13,8.0,2.0,1990.0,8.0,2.0,1990.0,0.0,Bucharest,1000-1999,1000,soldiers,labor wage dispute,,,,ignore,,,,,,,"bucharest instability worsens as media chief quits. the times, february 10, 1990, saturday, overseas news, from christopher walker, bucharest;","the first demonstration by soldiers began on thursday when 1,000 conscripts from the regional town of topraisor near the black sea marched on the front s headquarters in victory square to protest against poor living conditions ??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990014,Romania,360,1990,Europe,1,14,9.0,2.0,1990.0,9.0,2.0,1990.0,0.0,Bucharest,100-999,250,soldiers,labor wage dispute,,,,ignore,,,,,,,"bucharest instability worsens as media chief quits. the times, february 10, 1990, saturday, overseas news, from christopher walker, bucharest;","the first demonstration by soldiers began on thursday when 1,000 conscripts from the regional town of topraisor near the black sea marched on the front s headquarters in victory square to protest against poor living conditions. last night a ragged column of some 250 unarmed soldiers marched through the capital...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990015,Romania,360,1990,Europe,1,15,12.0,2.0,1990.0,12.0,2.0,1990.0,0.0,Bucharest,2000-4999,3000,"miltary officers, students","political behavior, process",,,,ignore,,,,,,,"1 upheaval in the east: romania; romania s pledge of army inquiry fails to satisfy military protesters. the new york times, february 16, 1990, friday, late edition final, section a; page 10, column 3; foreign desk, by john kifner, special to the new york times; 2 army joins romanian protests. the times, february 14, 1990, wednesday, overseas news, from christopher walker, bucharest; 3 romanian officers reject government compromise. the times, february 15, 1990, thursday, overseas news, from christopher walker, bucharest; 4 romanian officers reject government compromise. the times, february 15, 1990, thursday, overseas news, from christopher walker, bucharest; 5 upheaval in the east: romania; romania s pledge of army inquiry fails to satisfy military protesters. the new york times, february 16, 1990, friday, late edition final, section a; page 10, column 3; foreign desk, by john kifner, special to the new york times; 6 1,000 protesters storm bucharest television station. the times, february 16, 1990, friday, overseas news, from christopher walker, bucharest; 7 romanian protests bring dismissal of hated militaru. the times, february 17, 1990, saturday, sport, from christopher walker, bucharest; 8 news summary. the new york times, february 18, 1990, sunday, late edition final, section 1; part 1, page 2, column 5; metropolitan desk; 9 inside. the new york times, february 18, 1990, sunday, late edition final, section 1; part 1, page 1, column 1; metropolitan desk; 10 upheaval in the east: romania; romanian leaders courting military. the new york times, february 18, 1990, sunday, late edition final, section 1; part 1, page 18, column 1; foreign desk, by john kifner, special to the new york times; 11 ;","1 the protest by the military, which played a key role in the rebellion s success, began monday when 49 officers of various services started what was in effect a sit in at the government s headquarters with a list of 13 demands. rally at television building the officers were supported by a crowd of about 3,000 composed of uniformed officers supported by students and other civilians... ; 2 threats of a mutiny inside the armed forces leading to renewed instability in romania grew late last night as students chanting the army is with us joined over three hundred air force officers defying the high command and demonstrating outside the offices of the interim government in support of sweeping changes in military organization. student protesters also rushed to the main television building after paratroopers guarding it were ordered to leave and replacements were set because of their suspect loyalty due to their attachment to the air force...many of the students professed fears that the split could results in clashes between the two sections of the forces. they accused the provisional government of failing to disband the securitate, a charge also made by major mihai lupoi, the sacked minister of tourism. the sweeping demands of the air force officers follow lower key protests by other sections of the forces complaining about appalling living conditions... ; 3 romania s revolution entered a dangerous new stage yesterday as the mutiny in the armed forces intensified and crack paratroopers who have guarded the television headquarters since its liberation in december were prevented by student vigilantes from obeying orders to leave. mr petre roman, the prime minister, under pressure to calm a tense situation, agreed to investigate allegations of military involvement in the killing of civilians during last december s revolution. but last night about 400 of the estimated 3,000 military demonstrators, who had converged on victory square in front of the government s headquarters formed a phalanx, singing we won t leave and meet our demands. ...the loyalty of the paratroopers was questioned because more than 1,500 uniformed officers from the air force have been mounting a protest outside the ruling national salvation front s headquarters less than a mile away. they have demanded far reaching changes in the armed services and the dismissal of the defence and interior ministers. the protesting officers share the same commanders as the paratroopers and claim to have their support... ; 4 more than a thousand angry demonstrators, including scores of uniformed military officers, gathered today for a fourth day outside the headquarters of the interim government despite an official promise of an investigation into the role their new commanders played in the last days of president nicolae ceausescu...a few blocks away, other students rallied at the state television building to prevent the transfer of the paratroopers, who had guarded the television and suffered the highest casualties in the first critical days in which the broadcasts were the crucial factor in establishing the revolution. the fear was that the paratroopers were to be replaced by a reconstituted unit of the hated and feared security police that had enforced mr. ceausescu s leadership...thousands of demonstrators gathered for the fourth day outside government headquarters offices in bucharest yesterday to demand resignations of the defense minister and the minister of internal security... ; 5 in scenes not witnessed since the december revolution, more than 1,000 romanian demonstrators last night stormed the grounds of the television station in bucharest to press their demands for the immediate expulsion of former securitate secret policemen from positions of power...they were only stopped when they reached the doors leading to the studios. there, under arc lights, they mounted their protest amid blue bereted paratroopers and their commanders, who did nothing to stop the protest although it was illegal...there was an ugly scene, of a kind not seen since the early days of the revolution, as hundreds of people tried to beat a man to death who was suspected of being a terrorist the term used to describe securitate members. he was eventually rescued by paratroopers... ; 6 romania s fragile provisional government last night bowed to widespread discontent in the military and forced the resignation of general nicolae militaru, aged 65, the defence minister, and the target of nearly a week of unprecedented street demonstrations by mutinous officers... ; 7 daily demonstrations in romania are being held to demand everything from the defense minister s resignation to more pay for truck drivers, objective news reports, and an end to communism. striving for credibility, the government is listening ?? ; 8 romania s dismissal of its defense minister after days of officers protests is the latest indication that the new government is struggling to achieve credibility... ; 9 the provisional government s abrupt dismissal of defense minister nicolae militaru on friday after days of protests by army officers is the latest step in its troubled quest for post revolutionary credibility...perhaps the most startling protest came this week, when scores of uniformed officers from the army and air force staged what was in effect a four day sit in at the seat of government, the foreign ministry building on victory square. the protesters, supported by hundreds of other officers and many more students and civilians, demanded the ouster of general militaru and the minister of internal security, gen. mihai chitac...appearing today before about 200 officers assembled in the ornate parliament building, president ion iliescu said that general stanculescu has prestige in the army and is appreciated by its command. he said general militaru had failed to establish real communication with the army s command and aggravated the situation to a point where it became a source of tension in the whole society. ... ; 11 last week, army officers held a four day protest that resulted in the dismissal of defense minister gen. nicolae militaru. street corners and subway stations are plastered with posters calling for more revolution...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990016,Romania,360,1990,Europe,1,16,12.0,2.0,1990.0,12.0,2.0,1990.0,0.0,Transylvania,>10000,50000,ethnic hungarians,social restrictions,,,,ignore,,,,,,,"army joins romanian protests. the times, february 14, 1990, wednesday, overseas news, from christopher walker, bucharest;","exact date is unclear. also in transylvania this week there have been crowds of upwards of 50,000 ethnic hungarians on the streets of the region s cities demanding separate hungarian schools ??",'Transylvania',"'Transylvania',Romania",,,,,,,,,,,,,,,,,,,Transylvania Romanian Cuisine,33.393474000000026,-86.79427699999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990017,Romania,360,1990,Europe,1,17,18.0,2.0,1990.0,18.0,2.0,1990.0,1.0,Bucharest,5000-10000,>5000,"protesters, youth",removal of politician,,,,crowd dispersal,arrests,beatings,,,,,"1 upheaval in the east: romania; jeering romanians seize offices to demand government s ouster. the new york times, february 19, 1990, monday, late edition final, section a; page 1, column 4; foreign desk, by john kifner, special to the new york times; 2 government hq stormed in romania. the times, february 19, 1990, monday, overseas news, by christopher walker and tim judah, bucharest;","1 protesters demanding the ouster of president ion iliescu took over the provisional government s headquarters this evening, roughly handling one of the new leaders, tossing red bound party manuals to the crowd below and shouting for a complete end to communism. soldiers on the steps moved aside as hundreds of demonstrators swarmed into the ornate foreign ministry building after hours of window smashing, rock throwing, and chanting protests. many were shouting that the violent revolution that overthrew the dictator nicolae ceausescu in december had been stolen. vice president gelu voican voiculescu was punched, spat upon, and pushed toward the balcony to be jeered at by the protesters. long into the evening, as the crowd outside swelled to more than 5,000 and chanted we are not leaving, the vice president was trapped inside his office, protected by a cordon of troops...a handful of young demonstrators lingering on the edges said that several scores of protesters had been arrested and were being held inside... ; 2 the attack, led by youths waving large romanian flags, came during a mass anti government demonstration in front of the building, which was ringed by some 400 troops and guarded by paratroopers and armoured personnel carriers. a crowd of about 4,000 had gathered in spring sunshine to join the demonstration. the mood suddenly turned ugly as rumours spread through the crowd that mr voican had been seen inside the building carrying a submachine gun. shouting resign and brandishing sticks, the crowd began to smash down the front door and kick in windows...huge troop reinforcements retook the shattered building late last night, and the authorities said that 20 soldiers had been wounded... two men appeared on the imposing second storey balcony waving romanian flags and one was seen to be beaten by the soldiers...by midnight, the area resembled a war zone with the building ringed by a fleet of 10 new armoured personnel carriers and hundreds of extra troops. crowds continued throwing stones and bottles at it until late in the night before dispersing...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990018,Romania,360,1990,Europe,1,18,22.0,2.0,1990.0,22.0,2.0,1990.0,0.0,Timosoara,2000-4999,1000s,demonstrators,"political behavior, process",,,,ignore,,,,,,,"upheaval in the east: romania; fed up with lies, romanians are faced with harsh truths. the new york times, february 26, 1990, monday, late edition final, section a; page 10, column 1; foreign desk, by john kifner, special to the new york times;","on thursday night, thousands of demonstratators gathered peacefully in timosoara, the western city where the revolution began, to protest the front s power and the miners demonstration ??",'Timosoara',"'Timosoara',Romania",,,,,,,,,,,,,,,,,,,România,45.845854975000066,24.973472215000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990019,Romania,360,1990,Europe,1,19,20.0,3.0,1990.0,20.0,3.0,1990.0,0.0,Tirgu Mures,>10000,20000,ethnic hungarians,social restrictions,,,,ignore,,,,,,,"1 upheaval in the east; the romanian revolution over, it s back to old hatreds in transylvania. the new york times, march 21, 1990, wednesday, late edition final, section a; page 16, column 1; foreign desk, by celestine bohlen, special to the new york times; 2 a clash of cultures in romanian province; violent nationalism, fear rule transylvania after ethnic clashes. the washington post, march 28, 1990, wednesday, final edition, first section; page a17, mary battiata, washington post foreign service;","1 political groups have formed on both sides the hungarian democratic union and a more recent apparition, vatra romaneascea, or romanian hearth, which seeks to defend and protect romanian culture. in recent weeks, as the hungarians prepared to mark the holiday that commemorates their national birth in 1848, demonstrations, strikes and other protests erupted across the national divide throughout transylvania...about 2,000 romanians armed with scythes and clubs attacked 5,000 ethnic hungarian protesters tonight in the transylvanian town of tirgu mures, killing two people and injuring more than 100, a police spokesman said. the violence occurred when the romanians attacked hungarians who had occupied a central square and the town hall... ; 2 the next day, 20,000 ethnic hungarians men, women and children took to the streets in peaceful, unarmed protest, vowing to stay out until their demands were met...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990020,Romania,360,1990,Europe,1,20,21.0,3.0,1990.0,21.0,3.0,1990.0,0.0,Tirgu Mures,1000-1999,1000,ethnic hungarians,social restrictions,,,,accomodation,,,,,,,"anger and fear persist in romania after riots. the times, march 23, 1990, friday, overseas news, from catherine adams, tirgu mures;","a government delegation including mr gelu voican, one of the vice presidents, and mr mihai sora, the education minister, was discussing with regional delegates yesterday the magyar demands for separate education and minority rights. mr voican tried to appease 1,000 ethnic hungarian protesters on wednesday by promising to meet their demands, but mr petre roman, the prime minister, announced on state television that the demands were still under negotiation...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990021,Romania,360,1990,Europe,1,21,1.0,4.0,1990.0,1.0,4.0,1990.0,0.0,Bucharest,2000-4999,3000,fratie independent trade union federation,"political behavior, process",,,,crowd dispersal,,,,,,,"bucharest crowd reviles leaders in protest march. the times, april 2, 1990, monday, overseas news, from tim judah, bucharest;","3,000 people marched across the capital in the largest demonstration of anti government feeling in six weeks. the protests began at a meeting organized by fratie, romania s new independent trade union federation. the ruling national salvation front was accused of being a front for the salvation of neo communists ...the crowd moved off to the government headquarters in victory square where 18 armoured personnel carriers, which were parked by the building, were started up by soldiers and formed into a barrier. the crowd began shouting: who was shooting at us on the 16 and 22 of december? a reference to an increasing belief that the army has more blood on its hands than the government cares to admit. among the crowd s usual chants of down with communism and the front is the kgb they also shouted: iliescu and roman are from satan s family president iliescu and mr petre roman, the prime minister...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990022,Romania,360,1990,Europe,1,22,12.0,4.0,1990.0,12.0,4.0,1990.0,0.0,Bucharest,100-999,100s,anti communists,"political behavior, process",,,,ignore,,,,,,,"upheaval in the east; bucharest blocks king from visiting. the new york times, april 13, 1990, friday, late edition final, section a; page 6, column 1; foreign desk, by celestine bohlen, special to the new york times;","king michael, who was forced from his throne by the communists in 1947, was barred from the country today after the romanian government withdrew his visa. in a statement this morning, the government said it had canceled visas for the exiled king, his wife, anna, and two daughters after concluding that his visit was not private but political...this afternoon, several hundred also gathered at the airport and when told that the king was not on the plane from zurich shouted shame! shame! and anti communist slogans...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990023,Romania,360,1990,Europe,1,23,12.0,4.0,1990.0,12.0,4.0,1990.0,0.0,Bucharest,100-999,100s,anti government national salvation front protesters,"political behavior, process",,,,ignore,,,,,,,"upheaval in the east; bucharest blocks king from visiting. the new york times, april 13, 1990, friday, late edition final, section a; page 6, column 1; foreign desk, by celestine bohlen, special to the new york times;","king michael, who was forced from his throne by the communists in 1947, was barred from the country today after the romanian government withdrew his visa. in a statement this morning, the government said it had canceled visas for the exiled king, his wife, anna, and two daughters after concluding that his visit was not private but political...this evening at university place, several hundred people gathered to protest the government s decision not to grant king michael a visa...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990024,Romania,360,1990,Europe,1,24,22.0,4.0,1990.0,13.0,6.0,1990.0,1.0,Buchrest,>10000,>20000,anti government national salvation front protesters,removal of politician,"political behavior, process",police brutality,,ignore,crowd dispersal,beatings,accomodation,beatings,arrests,accomodation,"1 evolution in europe; romanian protesters split bucharest in half. the new york times, april 25, 1990, wednesday, late edition final, section a; page 14, column 5; foreign desk; 2 bucharest anger gains strength. the times, april 25, 1990, wednesday, overseas news, from tim judah, bucharest; 3 romanian protest. the washington post, april 26, 1990, thursday, final edition, first section; page a36; around the world; 4 evolution in europe; romanians split into rival camps. the new york times, april 28, 1990, saturday, late edition final, section 1; page 5, column 1; foreign desk, by celestine bohlen, special to the new york times; 5 romania protest rallies spread. the times, april 30, 1990, monday, overseas news, from tim judah, bucharest; 6 evolution in europe; existential protesters of bucharest: for many, being there is all the fun. the new york times, may 1, 1990, tuesday, late edition final, section a; page 14, column 1; foreign desk, by celestine bohlen, special to the new york times; 7 old may days fade away, and fun arrives. the new york times, may 2, 1990, wednesday, late edition final, section a; page 11, column 1; foreign desk; 8 romania sliding into anarchy. the times, may 4, 1990, friday, overseas news, from christopher walker, bucharest; 9 evolution in europe; romanian anti communists keep up anti iliescu protest. the new york times, may 9, 1990, wednesday, late edition final, section a; page 10, column 1; foreign desk; 10 evolution in europe; tensions mount as romanian elections near. the new york times, may 12, 1990, saturday, late edition final, section 1; page 6, column 1; foreign desk; 11 iliescu rejects british protest. the times, may 14, 1990, monday, overseas news, from christopher walker, bucharest; 12 20,000 in bucharest protest. the times, may 14, 1990, monday, overseas news, from christopher walker, bucharest; 13 bucharest streets jammed by protest. the times, may 15, 1990, tuesday, overseas news, from christopher walker, bucharest; 14 romania s sound & light protest show; demonstrators appeal non stop for exclusion of communists. the washington post, may 18, 1990, friday, final edition, first section; page a21, mary battiata, washington post foreign service; 15 demonstrators sceptical over freedom s dawn. the times, may 19, 1990, saturday, overseas news, christopher walker; 16 forecasts give front massive poll victories. the times, may 21, 1990, monday, overseas news, from christopher walker and tim judah, bucharest; 17 bucharest protest runs out of steam. the times, may 22, 1990, tuesday, overseas news, from tim judah, bucharest; 18 crowd attacks justice official. the times, may 23, 1990, wednesday, overseas news, from christopher walker in bucharest; 19 evolution in europe; romania chief s supporters and rivals jeer each other. the new york times, may 25, 1990, friday, late edition final, section a; page 10, column 1; foreign desk, reuters; 20 quake kills 8, injures 300 in romania; tremor felt from moscow to istanbul. the washington post, may 31, 1990, thursday, final edition, first section; page a31, mary battiata, washington post foreign service; 21 evolution in europe; anti communist demonstrators continue protest in bucharest. the new york times, june 7, 1990, thursday, late edition final, section a; page 8, column 1; foreign desk; 21 romania yields to hunger strikers. the times, june 12, 1990, tuesday, overseas news, from catherine adams in bucharest; 22 romanian troops fire on protest; 4 die, 93 are hurt. the new york times, june 14, 1990, thursday, late edition final, section a; page 1, column 4; foreign desk, by the associated press;","there are more state responses then there are room to code. as many are coded as possible, see sequence of response for complete coding. violence erupts on may 14. 1 more than 4,000 anti government demonstrators, chanting down with iliescu, filled university square in central bucharest yesterday after bursting through cordons of policemen who had occupied the square. the protesters, who accused the national salvation front government of harboring former communists and refusing to break with the old order, split the city in half by sealing off a main artery. ; 2 bucharest city centre was yesterday in the hands of thousands of anti communist protesters for the third successive day. they have been blocking traffic and calling for the resignation of the government. the number of demonstrators has fluctuated in the past few days, but by yesterday evening had grown to more than 5,000. many were protesting because about 100 demonstrators who had stayed the night before and erected barricades were chased away by security forces at dawn. some of those chased off claimed that they were beaten...after demonstrators had been chased away yesterday morning, the area was occupied by several hundred police and ministry of the interior troops. they were withdrawn at lunchtime when they were outnumbered by new groups of protesters... ; 3 anti government demonstrators, angered at being called unlawful vagabonds by president ion iliescu, took their noisy but peaceful protest in central bucharest into a fourth day... ; 4 since last sunday, an anti front crowd has gathered nightly at university place one of the hallowed sites of the december revolution calling for mr. iliescu to step down. another demand calls for a law banning all former communist leaders and agents of the secret police, or securitate, from running for office in the next 10 years...mr. iliescu s remarks struck a nerve, and soon hundreds of students and intellectuals joined the protesters at the nightlong candle lighted protest. a small hard core group keeps a 24 hour vigil at the site, blocking traffic at the central intersection...last tuesday, the police tried to clear university place of the protesters but the appearance of anti riot equipment reminiscent of the brutal crackdown against protesters last december under mr. ceausescu produced such a backlash that authorities have since refrained from using force... ; 5 the bucharest anti government demonstration yesterday completed its eighth consecutive day with no sign of flagging. some protesters pitched tents on a grass patch near the demonstration... ; 6 for nine days, thousands of romanians have gathered in university place for rallies against the ruling national salvation front that has set records for endurance, and raised the art of political demonstrations to new heights. it starts early in the morning, when the stragglers who have spent the night at the foot of the 22 story inter continental hotel pack up their bedding and launch into the first chants of the day...the rally has set as its main demand an amendment to romania s new electoral law that would ban high ranking communists from holding elected office for 10 years. there are others the postponement of the may 20 elections, the release of demonstrators arrested during protests held earlier this year, and the relinquishing of state control of television... ; 7 in romania, the day was notable mostly for the continuing protests of people demanding the resignation of president ion iliescu because of his communist past. the protests were in their 10th straight day... ; 8 for the 12th successive day yesterday, thousands of anti government protesters continued illegally to occupy a barricaded, self proclaimed anti communist zone in the heart of bucharest, blocking the city s main eight lane boulevard and defying the security forces to intervene. the protesters, whose numbers rise to 15,000 during the peak after dinner hours and drop to a hard core of 200 overnight, are demanding the implementation of a declaration to prevent former leading members of the defunct communist party from standing for office on may 20... ; 9 anti communist protesters stormed out of a meeting today with the provisional president, ion iliescu, dashing government hopes of a quick end to a 17 day demonstration demanding mr. iliescu s resignation...at university square, site of the anti iliescu protest, about 1,000 demonstrators gathered by midday. they called his national salvation front, which dominates the interim government, a party of neo communists. ... ; 10 protesters seeking the resignations of former communists in the provisional government demonstrated for the 20th straight day yesterday in bucharest. at a parliament session, one of the three leading parties, the national peasant party, walked out to protest violent attacks on opposition leaders... ; 11 the crowd swelled to more than 20,000 for the first time on saturday night. many speakers demanded mr iliescu s resignation. organizers of a petition to ban all former communist party activists from standing for office in three consecutive general elections claimed to have six million signatures... ; 12 more than 20,000 romanians took to the streets of bucharest at the weekend to join the street protest that has blocked the city s main boulevard since april 24, as the interim government again failed to negotiate a peaceful end to the demonstration... ; 13 the final stages of the romanian election campaign erupted into further violence yesterday when anti communist demonstrators in the capital extended their three week protest during the afternoon rush hour and surrounded a government ministry. they blocked more arterial roads and some scaled the roof in front of bemused officials to hang up flags. there were fights and scuffles as drivers were prevented from returning home and the demonstrators quickly rigged up loudspeakers on the ministry s ornate, wrought iron gates while a few policemen and the occasional army officer looked on embarrassed, reluctant to act...the move came after protesters alleged that two hunger strikers from the square had been attacked by a plainclothes government security agent, and others arrested... ; 14 in the center of the city, in a large, roped off square christened the neo communist free zone, several thousand citizens gathered once again to view a continuous sound and light show that one romanian has dubbed politics, lies and videotape. night after night for the past three weeks, members of a tireless group of engineers, university students, writers, academics and artists have appeared on a balcony of bucharest university to contend that romania s december revolution has been stolen by a cynical cabal of communist officials... ; 15 like thousands of other disillusioned romanians, mrs anca finichiu has spent much of the bitter three week election campaign demonstrating against the ruling national salvation front and the communist records of most of its leaders. at 3am today she was still there, sitting proudly in a portable canvas chair with her daughter, ioana, aged 14, sharing a picnic and vowing that she and her fellow protesters would never leave until we are convinced that a true and not a pretend democracy has been established in romania . the number of protesters willing to sleep rough to guard a barricaded zone declared as free of neo communism was 10 times greater than on any night since the marathon protest first began on april 22... ; 16 the broadcast of the poll was greeted with anger and defiance by the few hundred demonstrators still staging an anti communist protest, in the centre of bucharest, which has blocked the city s main road since april 22... ; 17 for the 1,000 anti communist demonstrators blocking bucharest s university square, yesterday seemed to be business as usual. knots of people gathered to talk politics, bask in the warm spring sunshine, and to look at the small tent city that has grown up in front of the intercontinental hotel. despite protestations to the contrary, however, it was not business as usual. for the first time in its month of existence, the whole bizarre demonstration had simply begun to look shabby. the defiance continues, but with the predicted national salvation front landslide, fatigue if not a little desperation had begun to set in... ; 18 violence erupted in bucharest yesterday when ministry of justice officials arrived to talk to hunger strikers at the site of the marathon anti communist protest which has blocked the centre of the city for four weeks. there were ugly and chaotic scenes as one member of the government team was attacked by protesters, who have been infuriated by the size of the majority won by the ruling national salvation front in sunday s elections. the protesters claim the front is merely a cover for kremlin style reformed communism. as angry members of the crowd shouted jos comunismul down with communism , the official was forced to flee to the intercontinental hotel on the edge of the barricaded area described by posters as an anti communist zone ... ; 19 about 5,000 protesters gathered in the square to contest the victory by mr. iliescu and his governing national salvation front. they chanted: thieves! thieves! in a reference to assertions of election fraud by the front, as a small group of iliescu supporters pushed against a cordon shouting insults... ; 20 one group here that may actually have benefitted from the quake was the 70 or so hunger strikers who have been the center of a month long anti communist demonstration here. in the last week, the number of demonstrators joining them for daily protest rallies had dwindled from several thousand to about 100, the result of several days of cold rain and resignation of many here to the landslide election of a new government led by officials of the old communist state. on tuesday night, romanian state television had announced that it was time to move the demonstrators away from the major boulevard they have occupied since april 22. more than 100 riot police had positioned themselves near the demonstrators barricade by midday, but the quake brought thousands out on to the streets, and many of them joined the demonstration. they rebuked the riot police, who eventually withdrew... ; 21 one of the demonstrators who have been blocking university square in the romanian capital sleeping among the tents set up there. the protest against communists in the government entered its 46th day... ; 22 the romanian government has given way to a demand by 19 hunger strikers to set up a new independent television station, but failed to convince demonstrators in the capital s university square to abandon their seven week protest. one hunger striker camping out in the square, demonstrating against president iliescu, neo communism in the government and bias in the media towards the ruling national salvation front, is dangerously ill after entering the 43rd day of his fast for democracy . in a joint statement sever georgescu, general secretary of the government, and lucian constantinescu, minister for telecommunications, said: we are open to discussions about a new tv station. three representatives of the hunger strikers agreed to stop if the station materialised.but nine representatives from university square came away from the same round table empty handed for refusing to enter into the dialogue with the ministers, who banned the press from being present. the talks, lasting just two hours, were interrupted at one point by 200 demonstrators who had marched from the square chanting: assassins and the only solution, another revolution ...the crowd in victory square, which swelled to around 500 angry demonstrators, marched back behind barricades half a mile away in university square after around 1,000 armed soldiers and police and ten armoured cars formed a tight cordon around the government headquarters building. the protesters were thrown into confusion as a military helicopter circled the capital. ; 22 the violence was touched off by a police raid before dawn that ended a 53 day anti communist protest in university square in downtown bucharest. the police clubbed and dragged away the protesters...the protesters fought the police in the afternoon in university square, then fanned out to the police headquarters, the interior ministry, the television station and victory square...tent camp destroyed. the violence began before dawn, when the police sealed off the central square with trucks and buses, then moved in on the sleeping demonstrators with clubs. the police ripped down the tent camp the protesters had built, where some had been on hunger strikes. by midafternoon, the steel helmeted policemen were battling about 1,000 protesters who overturned a police van and freed two prisoners, then set the van ablaze, witnesses said...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990025,Romania,360,1990,Europe,1,25,29.0,4.0,1990.0,29.0,4.0,1990.0,0.0,nationwide,>10000,>40000,anti government national salvation front protesters,removal of politician,,,,ignore,,,,,,,"1 evolution in europe; in cradle of revolt, romanians demand that president quit. the new york times, april 30, 1990, monday, late edition final, section a; page 9, column 4; foreign desk; 2 romania protest rallies spread. the times, april 30, 1990, monday, overseas news, from tim judah, bucharest;","1 tens of thousands of people demanded the resignation of interim president ion iliescu today in one of the largest anti communist demonstrations in timisoara since the december revolution. in bucharest, an anti government protest in downtown university square entered its eighth day, with up to 10,000 people taking part. similar protests occurred in other parts of the country, and a large pro iliescu rally was reported in transylvania... down with iliescu! down with communism! shouted the 40,000 people who overflowed victory square in timisoara, 300 miles west of the capital...several thousand people also demonstrated against mr. iliescu in the black sea port of constanta today... ; 2 thousands of demonstrators staged anti government rallies in at least four romanian cities yesterday to demand the sacking of mr ion iliescu, the interim president. timisoara, the birthplace of the romanian revolution, yesterday joined bucharest with a large anti government protest. there were also reports of demonstrations both for and against the government in the transylvanian town of cluj and the black sea port of constanta...a crowd of 15,000 gathered in timisoara...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601990026,Romania,360,1990,Europe,1,26,11.0,5.0,1990.0,11.0,5.0,1990.0,0.0,Ploiesti,100-999,200,anti government national salvation front protesters,"political behavior, process",,,,ignore,,,,,,,"iliescu campaign keeps protest at bay. the times, may 11, 1990, friday, overseas news, from christopher walker ploiesti, romania;","the nearest that anti front protesters dared to come to the rally was a road junction two miles away, where about 200 held banners equating the front with the kgb ??",'Ploiesti',"'Ploiesti',Romania",,,,,,,,,,,,,,,,,,,"Ploiești, Prahova",44.94071000000008,26.023280000000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
